iteration,id,sample_path,gt_path,width,height,mse,psnr,ssim,mae,lpips
0,0,output_fludyn/samples/1758806250130__000000000_0.jpg,kontext_run_small_new/test_results/test_000.png,1280,1024,0.006940282881259918,21.586227416992188,0.9473013281822205,0.014834638684988022,0.030538970604538918
0,1,output_fludyn/samples/1758806285027__000000000_1.jpg,kontext_run_small_new/test_results/test_001.png,1280,1024,0.0029052612371742725,25.368146896362305,0.9777389168739319,0.01752106286585331,0.02461158111691475
0,2,output_fludyn/samples/1758806319873__000000000_2.jpg,kontext_run_small_new/test_results/test_002.png,1280,1024,0.003410297678783536,24.672077178955078,0.9715520739555359,0.01507894229143858,0.0269167497754097
0,3,output_fludyn/samples/1758806354715__000000000_3.jpg,kontext_run_small_new/test_results/test_003.png,1280,1024,0.0024878059048205614,26.041833877563477,0.9754706025123596,0.01935253106057644,0.0230698324739933
0,4,output_fludyn/samples/1758806389551__000000000_4.jpg,kontext_run_small_new/test_results/test_004.png,1280,1024,0.002359549282118678,26.27170753479004,0.9787721037864685,0.011114640161395073,0.018468912690877914
0,5,output_fludyn/samples/1758806424387__000000000_5.jpg,kontext_run_small_new/test_results/test_005.png,1280,1024,0.0022134927567094564,26.549217224121094,0.9362596273422241,0.010534214787185192,0.03403019160032272
0,6,output_fludyn/samples/1758806459274__000000000_6.jpg,kontext_run_small_new/test_results/test_006.png,1280,1024,0.006841906346380711,21.64822769165039,0.9521631002426147,0.017200827598571777,0.04244786128401756
0,7,output_fludyn/samples/1758806494115__000000000_7.jpg,kontext_run_small_new/test_results/test_007.png,1280,1024,0.0038828845135867596,24.10845375061035,0.9778048396110535,0.018663354218006134,0.0271865576505661
0,8,output_fludyn/samples/1758806528959__000000000_8.jpg,kontext_run_small_new/test_results/test_008.png,1280,1024,0.008390414528548717,20.762165069580078,0.9715938568115234,0.0812363550066948,0.022074442356824875
0,9,output_fludyn/samples/1758806563835__000000000_9.jpg,kontext_run_small_new/test_results/test_009.png,1280,1024,0.002518606837838888,25.98839569091797,0.9748097062110901,0.02023707516491413,0.026689942926168442
0,10,output_fludyn/samples/1758806598702__000000000_10.jpg,kontext_run_small_new/test_results/test_010.png,1280,1024,0.00628276402130723,22.018491744995117,0.9698451161384583,0.0215099286288023,0.035192232578992844
0,11,output_fludyn/samples/1758806633545__000000000_11.jpg,kontext_run_small_new/test_results/test_011.png,1280,1024,0.004921077284961939,23.079395294189453,0.9214963316917419,0.017845558002591133,0.0568544864654541
0,12,output_fludyn/samples/1758806668432__000000000_12.jpg,kontext_run_small_new/test_results/test_012.png,1280,1024,0.0029892136808484793,25.244430541992188,0.9769947528839111,0.012752101756632328,0.020381826907396317
0,13,output_fludyn/samples/1758806703321__000000000_13.jpg,kontext_run_small_new/test_results/test_013.png,1280,1024,0.001647565863095224,27.831571578979492,0.9777520298957825,0.011930039152503014,0.016221918165683746
0,14,output_fludyn/samples/1758806738164__000000000_14.jpg,kontext_run_small_new/test_results/test_014.png,1280,1024,0.0014411784941330552,28.41282081604004,0.9819976091384888,0.010755408555269241,0.012217707931995392
0,15,output_fludyn/samples/1758806773011__000000000_15.jpg,kontext_run_small_new/test_results/test_015.png,1280,1024,0.0016526071121916175,27.818302154541016,0.980641782283783,0.01916780322790146,0.014784951694309711
0,16,output_fludyn/samples/1758806807855__000000000_16.jpg,kontext_run_small_new/test_results/test_016.png,1280,1024,0.002687798347324133,25.70603370666504,0.9773415327072144,0.020416928455233574,0.019808147102594376
0,17,output_fludyn/samples/1758806842756__000000000_17.jpg,kontext_run_small_new/test_results/test_017.png,1280,1024,0.0011930725304409862,29.23332977294922,0.959136426448822,0.008622054010629654,0.01563568413257599
0,18,output_fludyn/samples/1758806877637__000000000_18.jpg,kontext_run_small_new/test_results/test_018.png,1280,1024,0.0030312573071569204,25.18376922607422,0.922199010848999,0.01289235707372427,0.042474038898944855
0,19,output_fludyn/samples/1758806912512__000000000_19.jpg,kontext_run_small_new/test_results/test_019.png,1280,1024,0.0053275940008461475,22.73468780517578,0.9725587964057922,0.014948982745409012,0.029783090576529503
250,0,output_fludyn/samples/1758807665163__000000250_0.jpg,kontext_run_small_new/test_results/test_000.png,1280,1024,0.006881394889205694,21.623233795166016,0.9519975185394287,0.01422712579369545,0.02990170195698738
250,1,output_fludyn/samples/1758807700015__000000250_1.jpg,kontext_run_small_new/test_results/test_001.png,1280,1024,0.0034396483097225428,24.634859085083008,0.9751884341239929,0.015852805227041245,0.02476184256374836
250,2,output_fludyn/samples/1758807734872__000000250_2.jpg,kontext_run_small_new/test_results/test_002.png,1280,1024,0.006573045626282692,21.82233238220215,0.9678675532341003,0.018833663314580917,0.03619661182165146
250,3,output_fludyn/samples/1758807769733__000000250_3.jpg,kontext_run_small_new/test_results/test_003.png,1280,1024,0.002008476760238409,26.971330642700195,0.977164089679718,0.015511483885347843,0.019983630627393723
250,4,output_fludyn/samples/1758807804671__000000250_4.jpg,kontext_run_small_new/test_results/test_004.png,1280,1024,0.0013391844695433974,28.73159408569336,0.9799016714096069,0.010480016469955444,0.019517503678798676
250,5,output_fludyn/samples/1758807839512__000000250_5.jpg,kontext_run_small_new/test_results/test_005.png,1280,1024,0.0022131497971713543,26.549890518188477,0.9424669146537781,0.009984329342842102,0.03238433599472046
250,6,output_fludyn/samples/1758807874357__000000250_6.jpg,kontext_run_small_new/test_results/test_006.png,1280,1024,0.007065999787300825,21.508262634277344,0.9535921812057495,0.018670909106731415,0.04082740470767021
250,7,output_fludyn/samples/1758807909224__000000250_7.jpg,kontext_run_small_new/test_results/test_007.png,1280,1024,0.0019436429720371962,27.113834381103516,0.9830945134162903,0.014553102664649487,0.018539490178227425
250,8,output_fludyn/samples/1758807944103__000000250_8.jpg,kontext_run_small_new/test_results/test_008.png,1280,1024,0.009731533005833626,20.118186950683594,0.9711107611656189,0.08870375901460648,0.02360023930668831
